query,answer,image,image_path,sub_queries
"Is there a snowman shown in this collage of Charleston, South Carolina?",no,147d4bc8d2a2bb0379e9f1263cbe47be,68045fa2ea6c8378820305668728aac7.jpg,"collage| Charleston, South Carolina| snowman"
The shadow of what animal is present on The Omen poster?,dog,36413089260bded4abaeca951f32f174,6c6f3c3d204c5a06cc812fce214734b1.jpg,shadow| animal| The Omen poster
What is surrounding the house in the logo Chesapeake Shores?,frame,7b4e31800bf90f3fcb2948e78914acfb,a60ba6966a8a070684a4eb0fa608ca31.jpg,logo| Chesapeake Shores| house| surrounding elements
what color are the shoes on all the cheerleaders in Bring It On (film)?,white,75ef8be820c448b5dec2d18e14bdd02c,2e4accb0afaed12461bcb65fcfc19859.jpg,shoes| cheerleaders| Bring It On (film)
What object is at the top of a Golden Globe Award?,globe,d92cf09e11d74f9c2e24c05d625c8ae2,b86fe7d4f2e284666107819d0c6a0a82.jpg,Golden Globe Award| object at the top
What shape is the Oldsmobile logo?,rectangle,8412e97a71a0509d0bd56fb6631005f1,9054c0e0d68ae514689303cdad3bf93b.jpg,Oldsmobile| logo| shape
What is the dominant hand of Andy Murray?,right,db44e12c5043127259bd8b8987217e8d,f6bd0b86045fdc110ecfd35e9a1ba140.jpg,Andy Murray| dominant hand
What is the woman on the 102 Dalmatians poster holding?,umbrella,4fc83bb59563f3e3563cd0ba0bc7952f,2a00c2931f0b2fade49e2e414a1ecf8f.jpg,102 Dalmatians| poster| woman| holding
Is Roger Federer raising his right or left arm straight up in the air?,left,bbe3fb29732649f55774d833c9d431f5,376754152a46878eaf389abe15d75c53.jpg,Roger Federer| right arm| left arm| raising arms
What object is the NAC Breda logo shaped like?,shield,525c69a5b0b7ef87c24bf2707b429375,60089057e668a0cef73449ba217d8a96.jpg,NAC Breda| logo| shape
What type of animal is depicted on the Atletico Madrid flag?,bear,5b2d30b7a13ff697030dde9488b0a88a,af0abc68a36192cf0ce973a136d2e7e9.jpg,Atletico Madrid| flag| animal
How many lights are on behind Michelle Connor?,two,fdc4fa29fdff44e7460d4f79e01587f6,ab1f1c160767c006069e6a65e7ab4187.jpg,lights| Michelle Connor
What color hair does Claudia Joy Holden have?,brown,c033ef125e48eb0ce4f8012968c9422e,482b21d2edd92b1c0a0ca4f904cd9337.jpg,Claudia Joy Holden| hair color
What is the winner of the Filmfare Lifetime Achievement Award wearing in her ears?,earrings,5369a7f8f1ba2414a040ae9964d2643d,140b9da858f29403cdb4b7439a15f536.JPG,winner| Filmfare Lifetime Achievement Award| ears
What shpae is the roof of the building on the lower left in Oslo?,triangular,38323c3775fd78c157c8058a82aa7b43,0fa000530623d110c221c652a42b0308.jpg,building| roof| lower left| Oslo
"Considering the Screen Actors Guild Award, what is the statue holding in it's hands?",masks,4b4874b71511ec081e5d3eb0d3547571,db02e1c3b5c29be81e796c08ddbdbc2a.jpg,Screen Actors Guild Award| statue| hands
Is the statue featured in this collage of Dublin a man or woman?,man,20753dd86d2fa870fd4352cc8fec3cd8,08f3a8eb12378a9d90d7c567afe3e3c3.jpg,collage| Dublin| statue| man| woman
How many earrings is Kate Mara wearing in her left ear?,two,9236ff4ef9e1611603da6d9a64666791,23eb27c7a18f09b978bf7a9944ff1194.jpg,Kate Mara| earrings| left ear
Does the Saving Hope title screen show the inside of a building?,yes,e2024537f3ed1bd7b574af483096bc12,96c7af79fdd893a44fabf2799070879f.jpg,Saving Hope| title screen| inside of a building
Is there a bridge in this collage of Dusseldorf?,yes,9de4b17dee13f58bfb7c7aa88f62d6c5,e2024537f3ed1bd7b574af483096bc12.jpg,collage| Dusseldorf| bridge
What color is the background of Midsomer Murders poster?,black,d71b16c10c5956cb8f40be64a4838499,53afd16158b60f0d1f75d18f3fd9126e.jpg,Midsomer Murders| poster| background color
What color is used to highlight Malayalam on the map?,blue,663b08b312f5c05bea76339938291748,6c6f3c3d204c5a06cc812fce214734b1.jpg,map| Malayalam| color
What symbol is the logo of Jane The Virgin trying to represent?,sun,acb1f2cc144c5fdea691acc9f03f20bf,3bf5208118cfdf42e939cd414eef192b.jpg,logo| Jane The Virgin| symbol| representation
Does the Doctors (2000 TV series) take place in a city with high rise buildings?,yes,b01b873a6dc08e03e5a49eb290987c88,be2a001f59fcfe989a53c9f12aa82b0f.jpg,Doctors (2000 TV series)| city| high rise buildings
What type of ball is featured on the Southampton F.C. logo?,soccer,9ac8a39185a2a7aa8d90c9fcff528a3e,4ff83a3c8daf4e06dcdff4b2a9b38dd9.jpg,Southampton F.C.| logo| ball
Are the stripes in the upper right of the FC Barcelona logo vertical or horizontal?,vertical,ad20afe31bcbfb2836998dbfa0ddbfa6,4ff83a3c8daf4e06dcdff4b2a9b38dd9.jpg,FC Barcelona| logo| stripes| vertical| horizontal
What is Olivia (Twelfth Night) holding over her head?,veil,57edbef400cf3f25d1b30366e6dfbed4,9011353641b5d31ec58b1ee277e06628.jpg,Olivia (Twelfth Night)| holding| over her head
What is the round object on the poster of Hank Zipzer (TV Series)?,globe,eac109f9fd9202c127f83291c0dd9fb7,26dd5aadd384261b0dc6cf1acd4fab29.jpg,poster| Hank Zipzer (TV Series)| round object
What is the color of the background for the New Girl logo?,black,2659209d4248bf4b679907fbf576bcfc,bebe30891477543bad402ff87a47b39f.jpg,New Girl| logo| background color
Is the background red in the logo for The Bill?,no,37f99741195ab2045e7b135d488d4be9,fd87f625e657dd1c777fa59a0f923cec.jpg,background| red| logo| The Bill
How many members are in the group Outlawz?,six,c163679fd6dcdb58444ac783d47f1b3c,4f55fe3a8da7700dfab0b7ca3bdd9636.jpg,members| Outlawz| group
What color is the scripted writing in Knots Landing?,black,5f058664682b34a97f80b18a51d6e161,3d1608d6b3eb89709d8f97dbe248e7ef.jpg,Knots Landing| scripted writing| color
What is the background color for The Bold and the Beautiful poster?,purple,3a702e422f184e8ec478a8f429e66bbe,fef886528549e69792735fe6cd4a4728.JPG,background color | The Bold and the Beautiful | poster
Are the train tracks occupied or empty in this photo of Bricktown station?,empty,fad4064b21dd08b4e60b266b5fe82287,86557e5195108e5621900ea9e2458c52.jpg,train tracks| Bricktown station| photo| occupied| empty
What is the journalist holding in her hand?,microphone,003cfd2f506d1f54045a147ff0d9db89,26f0b342ac629d01e4ee5a69d4aac018.jpg,journalist| hand
How is Mika Salo feeling?,happy,715cbebb50a532bdf46cf47c50782ccd,865ad58d68821cdedf240d1217e82b53.jpg,Mika Salo| feeling
What is in the center of the blue section of the Lensahn logo?,antlers,34d5ce68dc9252e1246f2ad440f5fe2d,c9db1e7811de7139fae53d552a5d678c.jpg,Lensahn logo| blue section| center
What shape is seen in orange near the center of the Doctors (2000 TV series) screen?,circle,b01b873a6dc08e03e5a49eb290987c88,3f69cd396566b100b8245c5e3ddf021d.jpg,Doctors (2000 TV series)| orange shape| center
What animal is being ridden here with Barry Geraghty?,horse,7b36cf429373f0e91c6a009495349e8a,74c925babb2c2f14183c498b8a6e123a.jpg,animal| Barry Geraghty
What type of head covering is shown on the flag for Queensland?,crown,f6909224eb6c005422b55367e78a299c,1a881114c1f7f4fa8203c3f4f5559629.jpg,flag| Queensland| head covering
What is floating in the sky at the bottom of The Shannara Chronicles?,clouds,f5784a2ce19297b2482e7568f119d9a2,04efc3408a15848ab446ddc2d4d2bd13.jpg,The Shannara Chronicles| floating object| sky
Is everyone in the picture a part of the National Hockey League All-Star Game?,no,1809fb2fcd8db565a75f9c6ec1fd6cb9,e5585615464800f8d4f0ce2d6daf203b.jpg,picture| National Hockey League| All-Star Game
What is in the distance past the outskirts of Annemasse?,mountains,2474d919f95822fe10236ab6f78b838d,522ba6b4677b1ebf45876c228ff908ca.jpg,Annemasse| distance| outskirts
Are the stands completely filled with fans in this photo of the 1999 NFL season?,yes,4e13d6f96d479400abde4c6eba6839d3,f5433db20aece490c83b611f8bb15902.jpg,stands| fans| photo| 1999 NFL season
Are there fans in the stands in this photo from the 2001 NFL season,yes,554dbe806142b6a5bbd097b2f2451eea,731345ee22f49aac943208dc3ca3db1f.jpg,photo| 2001 NFL season| fans| stands
"In this photo, does Jay-Z have a buzz or an afro hairstyle?",buzz,7fc7cc227609bc51a14202c9236c88e7,48d45c1aed3a6b7e0e762ff5230d5b5d.jpg,Jay-Z| buzz hairstyle| afro hairstyle| photo
What structures are located left and right of the entrance to the venue for season of 2006–07 in English football?,ramps,405d53eff299be08d298e48fbfae2a75,76b808b06cade21af908295d4ba85e25.jpg,venue| season of 2006–07| English football| structures| entrance
What color is the Young Artist Award?,gold,4dc9a266ce709b4c805e7d3543ba9d42,e1c10cc7b7ed31460d25b12852546acd.jpg,Young Artist Award| color
How many different pictures of Copenhagen are seen here?,four,f4b3caeb787706d2ad5e2fa8ead5c564,29ef04cdeeadee4c6755fd69775719c3.jpg,Copenhagen| pictures
What color is at the end of the sleeves on David Ferrer?,white,f6b033b9422406514eaf9cdea7c6e4d2,a1c032156702bf6e910b5a6a1520718a.jpg,David Ferrer| sleeves| color
What color is the background of the The Vampire Diaries title screen?,black,248ed349c0ddf0263b1cdd9ea96c44a8,015f860efb98b6a068b3d88835215e76.jpg,The Vampire Diaries| title screen| background color
What kind of racket is Ruben Ramirez Hidalgo holding?,tennis,29e399e2ef0475aba35057d90f24f6e5,1edc090d95fad784094f6953691b98bc.jpg,Ruben Ramirez Hidalgo| racket
Is Yeh Rishta Kya Kehlata Hai an English show?,no,bbf15f028a057551beda7b4a6b49e0a9,09c20492a5dec75919a9f295cbec72dc.jpg,Yeh Rishta Kya Kehlata Hai| English show
Who is Mann Kee Awaaz Pratigya holding?,child,423c6727cbcd26882c7534266e7476fc,8fdebc3993f3eacce0636d02d2088052.jpg,Mann Kee Awaaz Pratigya| holding
What color hair does Stacey Sutton have?,blonde,b0a6b9576c76bc42c35e758088eb37a4,6b9bc4e8a25963ee1a9523e0b21ed133.jpg,Stacey Sutton| hair color
Is Lubomira Bacheva wearing a crown?,no,137cfab12e2f88da179f2838ef58de4a,10b8e48182486a3da252cc0eb6c7a80b.jpg,Lubomira Bacheva| crown
What is Conchita Martínez wearing on her head?,headband,c59a9435d6c2a4b2b995cb7568334af2,7821f104c95e9af9e30b2e61e4ece616.jpg,Conchita Martínez| wearing| head
What color is the logo for Parks and Recreation?,green,2009222be2d2a677d5dad852353ccdf0,f5d394a7e8fc1bda932f341716e16908.jpg,logo| Parks and Recreation
What object goes over the water in this picture of Mostar?,bridge,9a246b760cde182efeafb692a1e4b62d,c04a2e52b9de5b5ab4f9d565a16e4c20.jpg,object| picture| Mostar
What kind of aircrafts are shown in this advertisement for M*A*S*H (TV series)?,helicopters,e9c35c743a85ca59120fbdb178a1d425,ac0d561cf1a52e67347f03a173f4b227.jpg,advertisement| M*A*S*H (TV series)| aircrafts
Does the Screen Actors Guild Award display a man or a woman?,man,4b4874b71511ec081e5d3eb0d3547571,1c6733c20b3bfafedc440e31146a2a8f.jpg,Screen Actors Guild Award| man| woman
What is Scarface (rapper) holding?,microphone,92044b79a1d51334a6a189a43e717fa3,a916a3a24f59a1ed71d6985c376c1079.jpg,Scarface (rapper)| holding
What time of day is it in this picture of Oslo?,daytime,38323c3775fd78c157c8058a82aa7b43,82004920cdfa205bdce9d35be70eb71c.jpg,Oslo| picture| time of day
What structure is in the middle of the ground floor of Aventura Mall?,fountain,e392b28bc66f500ad7346814a10bb8bf,2d7c92842a69a1b37bfe72a5218290c9.jpg,Aventura Mall| ground floor| structure
What color are the man's pants in The Book of Mormon (musical) logo?,black,c2abc6f612b397e8b19c4501f4595c70,6e275db434f72d93417b5356ccba8c57.jpg,The Book of Mormon| musical| logo| man's pants
Is Lionel Messi's shirt striped or checkered?,striped,be7a87387da9733e2ac502169bd88308,dd428df2d5b5fbace132e795ce2c262c.jpg,Lionel Messi| shirt| striped| checkered
Who is standing behind the catcher in this image of a Baseball game?,umpire,943207e5c2e4cd4058380ca80c618ffe,875c1c232fab181467ba75f3d1a2b8cf.jpg,image| Baseball game| catcher| standing behind
What color is the font of the Life OK logo?,pink,db6b08e1ba55f6f2aca8990a74d0a615,589f537ec3269c3a64093bc288ad80f5.jpg,Life OK| logo| font color
What is the main color on Hideki Matsuyamas cap?,blue,cf4cd5ed49af0c7a60757a92ad201918,50ccc7ab2db82b7feeaa3bbf6f533773.jpg,Hideki Matsuyama| cap| main color
What kind of tower is shown in this photo collage of London?,clock,edda61d6ace989ed6a5aa01af7ffcd32,661ebf0e7bf768f51026b67b3e013090.jpg,photo collage| London| tower
What color is between the two arrows in this UK SIngles Chart logo?,purple,5c538badbfffc0ab555dc0e384d78eec,4f5aa2ad6b5d1bc7d9f956cde914ede7.jpg,UK Singles Chart| logo| color| arrows
How many buckles can be seen on the right leg of Michael Jackson?,three,9430640f93517c0687326e6b6ac9c1d6,b7d2e3e6db2fb1174421395e2771952b.jpg,Michael Jackson| right leg| buckles
What animal is featured in the yellow circle of the Western Australia flag?,swan,4fbb7040e9dc9f3b5677f20a71ca72bb,055d118116e7747f15d9559b282eb9f7.jpg,Western Australia flag| animal| yellow circle
What is the sleeve length of Donna Summer's shirt?,long,14eecd721a335cb6723095cde8ff640d,8e023aad7a165875be9f8aff6cd83d5f.jpg,sleeve length| Donna Summer| shirt
What is Wonder Woman (2017 film) wearing on her head?,tiara,c490b849934a08cde2d594ba25c997f1,d3028a94c845c7a2bd581feb0f36ee66.jpg,Wonder Woman (2017 film)| headwear
"On the cover for the House of Venus Show, what are the guys wearing on their heads?",caps,e6cce533be626419195519c8877425aa,4c7d4767b32732979a8fa1ff6ad5dba8.jpg,cover| House of Venus Show| guys| wearing| heads
Are there two human characters on the poster for The Muppets (film)?,yes,e2124c4e5790650ba293fb063d5dd784,fd2e5093b889c6d46b573c7c51f6f8c7.jpg,poster| The Muppets (film)| human characters
How many photos make up this collage of Cardiff?,seven,7245d920b914309a4c162cba5def05bf,f75c9c876e0c146ee9ac35a2e6a68af0.jpg,collage| Cardiff| number of photos
What hairstyle does Luke Jensen have?,shaved,4cb5c72cc0afdd355a08c6de8d8b2ecd,ba5a842f2ba4dfde0f454bf5947da148.JPG,Luke Jensen| hairstyle
What kind of facial hair does Sean Penn have in this photo?,moustache,9213ea6681d4b5a51bb969401d970af5,360273e63e31c862e94fe3aa9e9d18d3.jpg,facial hair| Sean Penn| photo
Does John Leguizamo have a happy or neutral expression in this photo?,neutral,e2c0e01bded50615c826b101f4a669a5,6e73496095cdf2a423dc6813bef5b21a.jpg,John Leguizamo| photo| expression (happy| neutral)
What color is the necklace worn by Gary Anderson (darts player)?,gold,d7197eb6db1990acda78fbb6cb8bc5aa,65ac0f1c70c743739c9b908105763593.jpg,necklace| Gary Anderson| darts player
What game is played by Mensur Suljović?,darts,d978309d37f1b646d04a41e6387b2d28,8ad8bcea430f123afb37392598e483b1.jpg,Mensur Suljović| game
What animal is pictured on the Poole Town F.C. logo?,dolphin,223fbc38a5bfc93009e46a66b524b788,6c54ddcbf23e908bdc4c0717a22e7c0c.jpg,Poole Town F.C.| logo| animal
How many vehicles are in front of the Royal Court Theatre?,two,c1403c696634ae69e2250d6dd7e0ff99,c1403c696634ae69e2250d6dd7e0ff99.jpg,vehicles| Royal Court Theatre
What is the primary color of the center house in the Too Close for Comfort photo,red,0e680f0055a11753192ca6430e57e05e,9d931a861d2b9e9be0071b56fcd5dbfe.jpg,Too Close for Comfort| center house| primary color| photo
Who watches games here in Cleveland Stadium?,fans,ea767c8bc8018138277c9f1d4f160de1,181f4c4db7e0550502dc6d06f114bf22.jpg,Cleveland Stadium| spectators| games
What is Snoop Dogg wearing over his eyes?,sunglasses,e5c0cf9e4066c26a5affcb012073b12d,2dc48f2c2884a970e006f72d2324e206.jpg,Snoop Dogg| wearing| eyes
How many buildings in Tamil Nadu have a pyramid shaped structure to them?,one,873cddb431c71a38a47ae117cfdfbde8,3f1ad910dabf48cc92e597d189b3709a.jpg,buildings| Tamil Nadu| pyramid shaped structure
Is there a map in the West Bengal crest?,yes,7c051f8cf20f547d343ae158c0c87709,80dd3049424db3c60161c77a1be418b0.jpg,West Bengal| crest| map
What colour is the background on a poster for Black Mirror?,black,32c4c835f094cbad9f3f24d26bb5425b,c89da6d55da456f5af59917687510759.jpg,poster| Black Mirror| background color
What is Bobby Allison wearing on his head?,sunglasses,3f2b00a75583eaf1c59767f708b6dbc7,b5fafc9de980037c99a86c0855730a93.jpg,Bobby Allison| wearing| head
What is Dale Earnhardt wearing over his eyes?,sunglasses,b78df266d185cefbd7f4ae8e6f17fabc,cb12de8bbd9b3b9380fadb873e960b63.JPG,Dale Earnhardt| wearing| over his eyes
What type of hat is Richard Petty wearing?,cowboy,9f02b3c432f0114f2bc26cd2ef819be9,9524444d55ab3d7226061e0e79cd590f.jpg,hat| Richard Petty
What profession does the siloutette figure have in the Fort Bliss (film) poster,soldier,d754ec176d2d09dfe74c8244288e00c8,448cf5efc0e0e7a1f2edeb2ea9cec878.jpg,Fort Bliss (film)| silhouette figure| profession
Are the stars on the United States flag blue or white?,white,4c6e0c8d6b9223bd435809e52eecd008,21afca94b9b666ddebe28f69f10d81ef.jpg,United States flag| stars| blue| white
What length is Dmitri Shostakovich's hair?,short,75fdb8ab34c3f2007fddf8c4395638e3,b95286acbb525edd9a1171deef37ee48.jpg,Dmitri Shostakovich| hair length
What main color outerwear is Wolfgang Amadeus Mozart wearing?,red,6966304e203aac28b259671c44d3ca3e,87150e9f8c1ece6a29903820245a4d58.jpg,Wolfgang Amadeus Mozart| outerwear| main color
How many birds are on the logo for Notts County F.C.?,two,849675804d8fd6fd365fe2c8471425bf,98561ff7511fb621200e28c27db4b741.jpg,Notts County F.C.| logo| birds
What structure is shown over the water in the bottom photo in this collage of London?,bridge,edda61d6ace989ed6a5aa01af7ffcd32,8b16c021b5d2be01c05c4cced71b5bfd.jpg,collage| London| structure| water| bottom photo
Is J Balvin wearing a plaid or striped shirt?,striped,0970521921609cc3f7b89fc8fb965e7d,9adc7fe51cbf25f23156174f3c2334e3.jpg,J Balvin| plaid shirt| striped shirt
What color are the pants of the alternate uniform for the 2017 Dallas Cowboys season?,white,5383abe8d0a6ff707942ea65dbf3ab3d,55fa837245ded5eff85251a197470deb.jpg,alternate uniform| 2017 Dallas Cowboys season| pants color
"On the poster for Friday Night Lights (TV series), how many people are shown?",two,feee5d0002dc3a05383cb615b76caf17,80b81edd28cb8c63347fe580e655dc5d.jpg,poster| Friday Night Lights (TV series)| number of people shown
What is the gender of the person holding the baby in Family Guy?,male,ccab3cabeaf253f735b480e97eb081c1,ce729bfb98db4d4c1bf8f9c10e242aee.JPG,gender| person| baby| Family Guy
"On the uniforms for the 2006 Indianapolis Colts season, what article of clothing has white stripes?",shirt,eb58b2968da902a43e5ca65d8efadb29,8c892ecdaebdc09729eee94236b00014.jpg,uniforms| 2006 Indianapolis Colts season| article of clothing| white stripes
What are the players from this image from the 2006 Baltimore Ravens season wearing on their hands?,gloves,f302a55a4e8add07a2b439840c26336c,3a873b5a95ef4fe58f90fff038704b4b.jpg,2006 Baltimore Ravens season| players| image| wearing| hands
What is all over Michael Jackson's pants legs and jacket?,buckles,9430640f93517c0687326e6b6ac9c1d6,f46a280379a5cf3c911bb48494dc5bb6.jpg,Michael Jackson| pants legs| jacket
What color makes up most of the surface area of the 2017 Atlanta Falcons season helmets?,black,5e994d685e7bde8bea6edbce9c5c45cc,2572a8d403d1d4ca1c2fec1976427a22.jpg,2017 Atlanta Falcons season| helmets| surface area| color
What celestial body is on the horizon on the logo for Coronation Street?,sun,450b38ea4878892809b162629204f150,5e78923beb87b9ac29567a13daad200b.jpg,logo| Coronation Street| celestial body| horizon
Is the background of Holby City clear or blurry?,blurry,839acc5996a0a7ae011571a041cb3aa5,1df8987ca7e8339598313bfd9cafb264.jpg,background| Holby City| clear| blurry
Was this photo from the 2013 Major League Soccer season taken in the day or night?,night,dcefbe3626378e55f696b11bcca9fcf9,980677c2ed1e82728413f9534802c212.jpg,2013 Major League Soccer season| photo| day| night
How many stars are on the outer edge of the square on the United States flag?,eighteen,4c6e0c8d6b9223bd435809e52eecd008,76c1c0d615286b2f512effca8bf67de4.jpg,United States flag| stars| outer edge| square
What type of animal is atop the Mumbai logo?,lion,70df27a89479f7ff67347ab2cbf62d6d,7e53d4cccd1ae8aaa47898ca7254087d.jpg,Mumbai| logo| animal
How many people are on the painting A Midsummer Night's Dream?,six,5928fd62b73e04d50c9cb77d426795a7,60e8e56542c6fa4d20694dd0625f84ea.jpg,painting| A Midsummer Night's Dream| number of people
What color is Charli XCX's hair?,brown,d31ef0d0b984db0eeeee2cdd139ab0e5,272955d520f50035046e07365a56f24b.jpg,Charli XCX| hair color
What is Jack Nicklaus wearing on his left wrist?,watch,32f343ea2ced5aa241bdde3423dc9008,0d6419f12022639e7dad84327cff9e7e.jpg,Jack Nicklaus| left wrist| wearing
What athletic symbol is on the top right of Cristiano Ronaldo's shirt?,swoosh,15a4b2250c67c910eeaf776f08b08bc8,f5cbf925ab8a92bed75b9ad81fffe656.jpg,Cristiano Ronaldo| shirt| athletic symbol
