query,answer,image
"Are there mountains shown here in Brusson, Aosta Valley?",yes,1897bf421651162ed302bdf3efe20492
What is the large rocky natural feature in the background of the photo of Ramsau am Dachstein?,mountain,34d8b59538c7f79311a16c1cc55cbfa8
What is floating in the air in the Step by Step (TV series) poster?,balloons,d29f0b2909abc7e11b7abde5bf37b73d
What are the people in Couples Retreat standing in?,water,6a3b3dbe0908068988b650079d47fd47
What type of weather feature is the Melbourne Storm logo holding in its right hand,lightning,b5fafc9de980037c99a86c0855730a93
"What is in the sky over College Station, Texas",clouds,61379ff1318b6a6a7033f09bd9991b12
How many buses are seen at this Public university?,one,e92ea12f9f6179278b273b55215d69b7
Is the middle stripe longer or shorter than the other stripes in the Estudiantes de La Plata logo?,longer,fe33d39e05f141bf79538346698a87c3
What shape is the logo for Club Deportive Universidad Catolica?,triangle,f73d3cae7b93e3bd9ceda56c52dcf9cd
What kind of racket is Sean Williams Scott holding in this poster for Balls Out:  Gary the Tennis Coach?,tennis,ad7718bfa2e49fb964c9c720233eed29
How many different uniform tops did they wearing during the 2019 Pittsburgh Steelers season?,two,904706e9291524e8f17e4933f4c79d9c
What symbol is in the upper left of the logo for FC Barcelona?,cross,ad20afe31bcbfb2836998dbfa0ddbfa6
What animal is in The Night of the Grizzly?,bear,f8c6becec72a684835503a24149b9eaa
What is the dominant color in the Jordan Grand Prix logo?,yellow,d969ceafa603334eaac0474944681348
What sport is being played in the 2016-17 Tercera Division?,soccer,e5f0d5df6f22cca6992c826cbb05af45
Does a river run through Buenos Aires?,yes,287d270f16601a9fe4410f40858e631f
Is the sun's mouth open or closed on the flag for Argentina?,closed,282e49b22dcac1b0df28d72fc6125c47
The dome tops of the tower in the top left image of this collage of Moscow are of what color?,gold,2926c9e79ebd38dc2fbd4b8741312d84
Does Boris Becker have facial hair?,yes,3ed21fd581a1d2e23131d79c4cde7f14
What brand of shorts is Pete Sampras wearing?,nike,0944688554b23103d361d59658514d1a
What is Kevin Harvick wearing over his eyes?,sunglasses,30a7fd09d9cbe84cd52c845b9bae0893
what is Matt Kenseth wearing on his face?,sunglasses,9fcf1598059f0e17392a24de2421936f
What is Jeff Gordon wearing on his finger,ring,e14fef998ba0732ee0055fb68d2ecef7
What is hanging from William Shakespeare ear?,earring,b95286acbb525edd9a1171deef37ee48
What does Thomas Bjorn have in his hands?,trophy,7b646ae02a7bc0135d8ee7fe9cc9adf7
What type of expression is on the face of Sergio Garcia?,happy,5193b84077acfb0170e5dcba724994ec
What direction is Retief Goosen leaning?,left,94ce1887aff18c40f6f590d88152e28d
What is inside the red shield that is located above the Wigan Warriors banner?,castle,08bb58b251d4ee713e82c0c53ba663fd
What is the background color in the Australian Open poster?,blue,b3b4604812af1de7b1f48e351e568c69
"What kind of tower is in the bottom right of this collage of Richmond,Virginia?",clock,6678605c214548a9683bfcb502376e7b
Is there a ferris wheel in Brooklyn?,yes,87b8e33b937b480f75b93f322684ac31
How many photos make up this collage of St. Louis?,six,b1ca078d020c3ed9d6360b50da490dd5
Does the building on the St. Elsewhere title screen have more or fewer than three storeys?,more,f57ee183dec9c182357689e8a0f9420d
What color is the first letter in the NCIS (TV series) logo?,blue,5d2b8c50d585bbce625307f464c18cd4
What color is the panther in the Penrith Panthers logo?,black,61b7bc59323a947ee99699185b2f8fa2
What color are the shoes worn by 	Ryan James (rugby league)?,white,fe24cb4aa9578d573c92a61bb221d47f
Is Cameron Smith wearing purple clothing?,no,f116bf624c867899a83bc7bbc77ffdac
Is Mitchell Pearce wearing a blue jacket?,yes,2b6a5990d794d015043d9288c90570dd
What kind of shoes in Maren Mjelde wearing?,cleats,c97ce06b21a9a087e0d95755bc60573c
Are there trees present on the poster for Twin Peaks (season 3)?,yes,3eb680e1e7f6a2650c00dc063767a7fc
What is the length of hair on Miss Brasil?,long,238b056d500f1fe18c76703070bd3e9f
What are the buildings in Campo Grande surrounded by in the bottom left postcard picture?,water,e621f93eabeee6491bab369337811b01
Is the sun setting or rising in this photo of Londrina?,setting,f3a3223465dc71fc62d7b9de5365ce5e
How many different photos of Teresopolis are shown here?,seven,18234fac0e1e5742bda74dc6bf44e8a1
Do the buildings in this photo of Blumenau have balconies?,yes,06d9c3c9553fe215e63b2029d3d26afe
How many stories is the Penápolis?,two,7432eb2dffeb3246139802aa9f8912b8
What object is in yellow in the top right and bottom left corners of the central part of the Votorantim logo?,star,38b27fa92f5c94f32a8c7da067355bb3
Is the oval in the Ford Motor Company logo in the vertical or horizontal position?,horizontal,c4e4761af42febd83203aee57438a888
What is the vehicle people are riding on the poster of Tour de Pharmacy?,bicycle,99124946fa2527b15785d5a0c7f6b01c
In which ear does Valentino Rossi wear an earring?,left,cc95355e15c159956335b96a88a79cef
Is the Ghosts (play) in color or colorless?,colorless,8f0ae535b4a178626ef432e2121b8320
Does one of these photos feature the Coimbatore nightlife?,yes,481513f96b99e87dd9b976978d35efaa
Is Serena Williams wearing a necklace?,yes,65522a2fb545c317f7bf66a8067b95eb
What is Retief Goosen wearing on his left hand?,glove,94ce1887aff18c40f6f590d88152e28d
How many females are shown on the poster of Rogue One?,one,a8416c0ef16c3062a5880a83a9dba997
What animals are on the DVD cover to  World Without End (miniseries)?,horses,3278374191718b9e3fd8f40f9a5e3547
What is featured in the bottom photo of this collage of Helsinki besides buildings?,beach,e34992e4c4a14c44af934d0e8be16ac2
What color is the van parked directly in front of Royal Court Theatre?,yellow,c1403c696634ae69e2250d6dd7e0ff99
What time of day is it in this picture of the Broadway theatre?,night,2b2fa3beeaba99e6498af935bc6086b7
Are the lights lit or dim on this sign at the Walter Kerr Theatre?,lit,10eb5fcc6baf92ce50f48134d56b722b
What continent is shown is black on the 2003 All-Africa Games logo?,africa,39f9da4f486e1769f9c21f2683c6ac19
How many of the photos of Johannesburg were taken at night?,three,8d1ad06d3f5209c4e8ebab52b443dbf8
Does Michael van Gerwen look happy or mad in this photo?,mad,47baa12786114b191d0ac3184752182e
How many photos make up this collage of Guangzhou?,seven,98bb39556ad062bceff8733aaee9ef43
Was this image of Rotterdam taken during the day or night?,night,90ff0499270492d1cc3a8e6965ba7a1f
What color is the round part of the underground sign in London?,red,edda61d6ace989ed6a5aa01af7ffcd32
What is Lady Gaga wearing attached to her jacket?,flower,c0b54476aeb0ad69aae3a3a07c5b0972
What animal is seen in the upper left side of the Game of Thrones circle?,dragon,1ae83e2b5402090faff196e5b7e356f3
What is around the head of the woman in the corner of the Starlink: Battle for Atlas cover?,headband,2653074a069c49a84a26c1be7a839f6d
What color is the Aerosmith logo in Walk This Way?,pink,b60449814cf590266cf72a8c28e1028e
What color is the round object about the figure in the logo for 2010 Micronesian Games?,yellow,d70bcbca61a72fcdf0448426188212a0
What color is the centre of the lettere in 2012 Boston Red Sox season,red,832b49172b0889f2fb1aec03af1a8dee
Is Fernando Rodney wearing sunglasses?,no,48576cf5f8982dfeb92af1ff68ebbf33
What type of plant is featured on the Celtic F.C. logo?,clover,be2a001f59fcfe989a53c9f12aa82b0f
Is the broth in Pasulj clear or murky?,murky,8d4d7ea6537907a17944c774847e7533
What kind of coaster is shown in this photo collage of Copenhagen?,roller,f4b3caeb787706d2ad5e2fa8ead5c564
What are the yellow shapes next to each crescent moon in Tulane University?,stars,12a0f9a3c00e480c59caac68e0cfe194
What color is the Pontiac emblem other than silver?,red,f77f66a5d5fad268ab3d12cfbb79f4a7
"Other than white, what color is included in the Oldsmobile logo?",black,8412e97a71a0509d0bd56fb6631005f1
What color is the background of Aprilia?,red,8b7268977e1ef1034b0cc54853661ebf
What color are the license plates seen by the Almeida Theatre?,yellow,e980eca9951d60fe14bcd2b5425bb7aa
How many people are shown in this picture for Wycliffe (TV series)?,three,b9fbb544761cd8c97b418990f91a1ed6
What color hair does Shakti Prasad have?,black,72c9380b15d5e9b5ce374f6e246264aa
What is Kurt Fearnley doing with his mouth?,smiling,9f821cef828d3ea40328fdf2f2aef5ed
What are they wearing on their heads in Kota Hokinoue?,helmets,5c9d63c42bc20b4ac3cca6be19d37700
What is Renato Balestrero's hand on?,wheel,a5bbcde5e37b4118769992a0e8d89d4e
How many people are pictured walking on the cover of I Can Only Imagine (film)?,2,a5e54ee6f0be1c8fdbf4b627182376eb
What is Serena Williams wearing in her hair in this photo?,headband,65522a2fb545c317f7bf66a8067b95eb
What color is the background of the The Twilight Zone (2002 TV series) title screen?,black,559e62f2605fadbc85f53b952f88c12f
How many characters are on the cover of Presidio Med?,seven,c44f580bca52c61a5eed56a8deb6e1e2
Was this photo of Koksijde taken in the morning or evening?,evening,4ec4bb9c66a4c62be76be75d0bf502aa
What is on the ground under the machine gun?,bullets,9408e07c1d85eff536889578d90c99d3
What is Dean Stoneman doing with the vehicle?,racing,bc17d5450d8cd6bef591921ff4162fc3
How many characters can be seen on the title screen for The Replacements (TV series)?,four,5ec53dd2ead1e43f46e1b802d4446430
Where is the man looking in Man and Superman?,down,c935e9a0bd450b729a65954e1971914f
What sport is being played in 2009 Allsvenskan?,soccer,de9ddb3fce4f8e591ae62a1753f84ff5
What type of writing is on the piece of paper that Johann Sebastian Bach is holding?,music,e7131007c33fe496624f9e8b3a057272
What is in the hands of the Judiciary statue?,bowls,80944f3d3064ab2fc501b0d92aec7626
What tools are featured at the bottom of the inner shield shape in the Barnsley F.C. logo?,pickaxes,3be96d3d62ebf9e6b0a3f46e90696eed
Is Auckland located on the waterfront?,yes,b930552762f11b3052cd05befcc21b16
What style of hat is Bernhard Langer wearing?,visor,d13205b86b5f23d818807147f889accc
What type of hat is Bernhard Langer wearing?,visor,d13205b86b5f23d818807147f889accc
What color is the logo for Orion Cinema Network?,yellow,111b36b720beac41ffa374bec423412d
How many different kinds of uniforms did the 2019 Green Bay Packers season have?,three,4dbd47381b17491bbb97e4486cc24552
Which uniform of the 2019 Denver Broncos season is the white one?,middle,4d5b6fba4bdc480af6247d229db9c182
How many photos are in this collage of San Paulo?,six,10c5248632a66115431c41aebbd6d738
What object is seen in the upper right picture of Rio de Janeiro?,statue,4dcad69cdbc6d6787bda154aaa4830ff
How many photos are in this collage of Curitiba?,six,4968e1891da05945484c30faadf6ae34
Where is Taylor Swift's left hand resting?,waist,06b20247b254715e56dce63791481df1
"In the Linkin Park photo, what instrument is the man on the left holding?",guitar,3686017824ba1e3d1238d9362d1a2541
"Judging from this collage, is Bologna a rural or urban area?",urban,06f007a66b450d4cf7acc75cfa1f95da
Are there many historic buildings displayed in this collage of Southampton?,yes,ae63680ef315f50a131ccdf76fcb8330
What is the shape of the item that Katenna Vankova has in her right hand?,round,8b322ce456bf178d8900f83e4291df0e
Is Jean-Claude Brialy standing inside or outside?,outside,d23b245927e4f6b4f65d86dfd1e96712
Is there litter all over the ground in this photo of a stadium from the 2005 NFL season?,yes,20f55a7a8b3c7c34ed0727b71f24e6e4
Did 2006 NFL season games take place in spite of snow storms?,yes,3f69cd396566b100b8245c5e3ddf021d
Which arm are the referrees raising in this photo of the 2007 NFL season?,right,2c08f14a07d398234b952339b0de6455
What is the woman in the top middle square raising in Hollywood Squares?,hand,4cf7ec266f79bad6f826ffa1b1540fa7
What animal is in the bottom left of the Grand Theft Auto V cover?,dog,9b79c45edb6b5e084089c9c11d79ca02
What human feature does the red car on the cover of Cars (video game) have on its hood?,face,95f8843e3a9aecaf612cbd409cfc93a3
What color is the flower Prachaya Ruangroj is wearing?,purple,47466c5e4169e221a3a7fea57eaf64bc
What image is shown on the shirt of the bald man in The Chemical Brothers?,headphones,26c9b0992117b79ac13f137f05a579f7
What is on the head of J Balvin?,headband,0970521921609cc3f7b89fc8fb965e7d
Is the Ford Motor Company logo shaped like a square or oval?,oval,c4e4761af42febd83203aee57438a888
What style of hat is Richard Petty wearing?,cowboy,9f02b3c432f0114f2bc26cd2ef819be9
What can be seen through the clouds on a poster for TV series Black Summer?,sun,e4b8d4337a1d6a0de7e0492bfddb9250
What is the character in the cover of Tokyo Ghoul sitting in,chair,d9883a9c1884027c099869b0f9e7d78e
How many photos make up this collage of Helsinki?,seven,e34992e4c4a14c44af934d0e8be16ac2
How many photos are in this collage of Grenoble?,five,8ee59b42922bdca84b56103203079484
What color is in the center of the flag of France?,white,ea1931a82ce6ef7a1a2ff6b7471ee3aa
What structure crosses the water in Rotterdam?,bridge,90ff0499270492d1cc3a8e6965ba7a1f
How many people are on the poster for Yes Man (film)?,one,af8ebac29097b1d8b14df5c4c72b646a
"On the cover of the The Death of Superman (film) DVD, what item is flying in the wind?",flag,a59d7a2c96aab89fa30be4d7154f5b3d
What is the type of cap called that Conor Daly is wearing?,baseball,8e02cc2d2273cd2e08de81903ae6eb04
What shape is featured on this advertisement for Lola Cars?,oval,db1e14a412c4ce6c2f4b1b16520b0e89
What color is the bandanna on the skull on the cover of Pirates of the Caribbean (video game)?,red,62b92b9b086f27a9cf21d89a721187b4
Does the continent in the middle of the map of English language countries contain more light or dark-blue colored nations?,light,aaa3978252c031f9e8106294db920869
Is this photo of Paul Maguire a headshot or full body shot?,headshot,bd8ec1c87919c209316aeb7955879a78
Which colour is dominant in Big 12 Conference logo?,white,4189efb5ecdc9e2587735b83ae121763
Which garment is on the arm of the dancer on the Greenwich Village (film) poster?,glove,7ffde61f3a95f73935d12cf3dfb7e01e
How many uniform options for the 2019 San Francisco 49ers season include tan pants?,two,9e8e262616ad0ab08fa65a1e82d3f24f
What is the main color of the pants worn by players during the 2019 Pittsburgh Steelers season?,yellow,904706e9291524e8f17e4933f4c79d9c
How many uniform options shown here for the 2019 Miami Dolphins season include white pants?,two,6125ddbdf291dc673ff3cf51ea318a9b
Are there fans in attendance at the M&T Bank Stadium?,yes,3f61125f86c54ba08a0ae11a5b25be0d
What kind of building is on the top left picture of Sao Paulo?,cathedral,10c5248632a66115431c41aebbd6d738
Is the sky clear or cloudy in this advertisement for Coronation Street?,cloudy,450b38ea4878892809b162629204f150
What color is the background in the Moving On (TV series) poster,black,8845c6a412d2517ec1d496fef49350d6
What type of animal is featured in the Al-Arabi SC (Qatar) logo?,bird,b8025b4025ebc4d2e3fa3fd1609bcb66
What color is the man's shirt in the cameo appearance photo?,pink,7e773173ee07be8859efb9191e74d8a7
Does A. J. Quartermaine have facial hair?,no,594ca2d12b49c40b41765af4d502d852
Is The Raven in color?,no,6509c165309cd245b25611e79c7e35f0
What is International Emmy Award for Best Actor wearing on his face?,sunglasses,16a69a00b8ea57872d3ee1dde4915096
What is Niels Arestrup wearing on his head?,sunglasses,8a690c1090eac6da4aed316d3beaab31
What type of shirts are Bowling for Soup wearing on stage?,jerseys,315e94b5fb6332ee722e03c56220c3d7
What color is the vehicle that is not a police car on the cover of Hunt for the Wilderpeople?,red,f87db9de796bcce723e1867a8b183fe8
What color is the hair of the creature on the cover of Trolls (film)?,blue,29109fb27e418c4895f8c63b0310663f
What does the top shape on the Portsmouth F.C.'s logo represent?,star,573f4492421035feab3c2899ff939667
What type of bolt is the person in Melbourne Storm holding?,lightning,b5fafc9de980037c99a86c0855730a93
What color eyes does the animal on the Penrith Panthers have?,yellow,61b7bc59323a947ee99699185b2f8fa2
Is there a hockey puck on the logo of the 2013 ECAC Hockey Men's Ice Hockey Tournament?,yes,df72596040a1d61ff6c092b5176a4074
What color coat is Stephanie Edwards (Grey's Anatomy) wearing?,white,b8e3e4ce98516708bfc783826b8b5dd1
"In the middle right picture of Tokyo, what large item is lit up red, white and blue?",bridge,f63228fa891acc3142e97c778aa1f600
How many men are surrounding Ryo Ishikawa in this photo?,fifteen,dba03da00a463976abf869257f9eecb2
What type of hat is Martin Luther wearing?,flat,7bb6e43e592c9e9c729116bb7996ba15
What are the floor and walls made from in this picture from the TV series Biedermeier?,wood,619f706670e605854ca76bbda9e95b0d
How many green keys are there on the baritone?,fourteen,e67dc741da5e752509a5b2c78eea84ef
Is the man holding the Silver Slugger Award wearing a hat?,no,cd2d9a3f7db6394abc388fb1ef5b6d5a
What is Justin Morneau holding in his right hand?,bat,12e017d97fd6147da0c0fb2bd2f6638f
What unusual feature does the horse have in the poster for Clash of the Titans?,wings,a4f94622095bda9ef4e58cbdd1c5a603
How many different types of United States dollar bills are there?,seven,4c3d7940dafe49189f05e38a2f64cefa
How many different values of Euro are used?,six,0682d686dd30b08bf168cdee79074a57
What color is in the foreground of Zekū,black,dd49b0f11ae8b7b70650cb72a7b0f1ab
How many different animals are depicted on the Game of Thrones circle?,four,1ae83e2b5402090faff196e5b7e356f3
How many people are not silouetted in this poster for WPC 56?,one,ec212f4b6de6a9d96805b28c34431ccc
How many different pictures of Buenos Aires are seen here?,five,287d270f16601a9fe4410f40858e631f
"Considering the Mumbai emblem, how many ships can be seen?",three,70df27a89479f7ff67347ab2cbf62d6d
Is James Blake (tennis) wearing a headband?,yes,b7d203db863d255160b3000dcdbbf605
What color shorts is Rohan Bopanna wearing?,green,2e7743cd44b31615fd084e917eb16aea
How many stripes are on the shield in East Stirlingshire F.C.?,three,f272b999372a0fb5e983a4e1c18f5b9c
What color is the topmost stripe on the flag for the Indian National Congress?,orange,062518e869e2cef376d290792b6c5f51
What color is the scoreboard at the 2011 Erie Explosion season?,black,204f456bee215f9fbda884a4e52a0659
What color is the background of the What We Do in the Shadows (TV series) logo?,black,c1f369c309119b4dd9033f18439cbccd
What object is in the middle of the Korona Kielce logo?,crown,c774800a2988b16cea5ddfda267f2dff
What color is James Graham (rugby league) shorts?,blue,d70dbe1152aacd2030c58e9341f72c0c
What kind of machine is on the cover of Arrival (film)?,helicopter,5c8ffb55f31efc3fb9295c4c68b62dfb
What is Romeo Fernandes holding?,knee,9b35b13a3547ce7a45c6e6fff06b3d3f
Thomas Treloar has a dimple in what facial feature in the lower part of his face?,chin,033dddfc37762c681c20a7f5b65ff2a8
what color is the star on the Dallas Tornado logo,red,2e3b8fb80f231748268d0e25491e7432
Is the banner on the Bury F.C. logo attached or detached from the rest of the logo?,detached,faa2b85353f1dfa2c1291d32411c40c1
"Other than players, who else is on the field during this game of the 2004 NFL season?",referee,3cf59c460286fb52bdcb8df9af52a8c3
How many stripes are visible on the yellow pants in this photo of the 2010 NFL season?,three,fa414ac2db6b3677d27325e5f184b8e3
What is this man wearing around his neck in this photo from the 2016 NFL season?,tie,1c7e8ec5983003dacd256feebd809d98
How many players are shown on the field in this photo from the 2009 Houston Texans season?,four,b3f482ccbc69955473df541e17c7e2ce
"In the 2011 Houston Texans season, what is the man in the middle holding?",football,13723f8ef5463c337dc16a0854460c72
How many different uniform types do the Falcons have in the 2017 Atlanta Falcons season?,three,5e994d685e7bde8bea6edbce9c5c45cc
What is Mark Skaife preparing to talk into?,microphone,57a9d2e964c5781b8c50b4feb28496db
What color metal are the Canadian Screen Awards statues?,gold,7bc453c462e706ee16651670848ee405
What is the color of the background in the Bunheads title card?,black,5a75052a291eb4471716df453f08517d
What facial expression does Barbara Walters have?,smile,4d0e48ad68742815278f69f681c7bde8
What color is the outermost circle of the Sheffield United F.C. logo?,red,e209b5aa6b50e179da8fe338baa8c446
How many of Hot Blood Dance Crew have their hand near their face?,one,2e9f8573e252621b1cb5605b862808c9
What shape is the logo for Relativity Records?,rectangle,3a77a925fd3163ccb890ff8ff52c64ef
Is the color red present in the Swinton Lions logo?,no,cfbd194b145e136157854527beb9813b
What is the main color of the ball in the York City Knights logo?,white,7c11cb6a009dcf4828ac3f59bab8c7c4
What is the man in the top center of Naam Shabana holding up to his face?,phone,c6776d1ffb72bfdea1dd1fbf093c38dd
Does the man have facial hair in Karn Sangini?,yes,d39800845c10d2be4b567ba87f18c8f8
What are the buildings of Brighton sitting on top of?,pier,f98c4b4c68ddf7478569ebaffc72cde6
What animal is featured on the statue in the middle left of this collage of Liverpool?,horse,938da5676a7dfc85000936fe87f84bb4
How many photos make up this collage of Manchester?,six,87cb9e8d75efd7f8f78110b5d76bd095
What is the shape of the large building in Oxford?,circular,f9661a42e82f9bed50e3fbb0412d50c8
What is growing out of the bear's back in Berwick Rangers F.C.?,tree,a6f24dae9ef6ef3503aef23084f75ead
Are the stands filled with fans in this photo of the 1999 NFL season?,yes,4e13d6f96d479400abde4c6eba6839d3
Are the players on the field for this 2001 NFL season game?,yes,554dbe806142b6a5bbd097b2f2451eea
What weather condition are these players playing in in the 2006 NFL season,snow,3f69cd396566b100b8245c5e3ddf021d
How many players are jumping up in this photo of 2009 Allsvenskan?,3,de9ddb3fce4f8e591ae62a1753f84ff5
How many men are featured on the poster for Hot Fuzz?,two,b41703e0820229bfb7da27e20b11c66e
How many of the uniform options from the 2014 Jacksonville Jaguars season include black pants?,two,10192344f15f5e19e3ef1edefc5789b8
Do both uniform options for the 2014 New Orleans Saints season include beige pants?,yes,85b852960ab4f352c376e7c1ccd973f8
How many options are there in the 2014 Pittsburgh Steelers season offering?,three,34d4fc37543e7763a821c4677561272d
Which sport is being played on a picture of M&T Bank Stadium?,football,3f61125f86c54ba08a0ae11a5b25be0d
What color is the background of the logo for the corporate sponsor of Lang Park?,green,79fa8a852c04de4ae92c78cd04f10e98
What sport is Roger Federer playing?,tennis,bbe3fb29732649f55774d833c9d431f5
What color is David Ferrer's shirt?,red,f6b033b9422406514eaf9cdea7c6e4d2
How many fingers is Spiderman holding up in this poster for Spider-Man 2?,two,cfbd4826a6556ad435e529869705016f
What color are the line tracings on The Wire's title card?,blue,76017f5585fb4a3ad937c84c85ca7635
What is Marlo Stanfield wearing around his head?,headband,cf1ef22ae9387fbefae8f7d7d81a100e
What body part is featured on the Indian National Congress logo?,hand,062518e869e2cef376d290792b6c5f51
"In the The Sound of Music poster, what instrument is seen above the trombone?",drums,22e5da88409bf53e9833fb9ba24d9a01
What is Aaron Paul holding in his left hand at the 36th Saturn Awards?,trophy,57580df17f8a77418d7f77af8cd8e6bf
What is this nominee for the Saturn Award for Best Supporting Actress wearing in her ear?,earring,5ae817f57ab09104d83774430d2fda45
On what surface is Vakhtang Murvanidze skating?,ice,621b9973f805ff4380ebee073ec63ddf
What is Bette Davis wearing in her ears?,earrings,5970863878b769269a13ced92a5275c1
What is the length of Harry Fowler's hair?,short,3bf0be7361dd4c098970e06d7675b161
What is Scott Dixon wearing over his baseball cap?,sunglasses,29cdbab2b23f672d0b81454c7b01cc1a
Is the dog on Family Guy lying down?,no,ccab3cabeaf253f735b480e97eb081c1
What type of earrings is Lady Gaga wearing?,pearl,c0b54476aeb0ad69aae3a3a07c5b0972
How many red dots can be seen on the 2007-08 Danish Superliga?,twelve,3c7933e8e42bd74e4dc347e5a126f033
What sport will be played here for the Miami Orange Bowl?,football,1a2939bf8c2992dd9da770a774a3b64e
How many characters are on the poster for Richard III (1995 film)?,three,ce11b934230c35c58e11766bd9a6b42b
What is the dominant color seen in the KK Krka emblem?,green,0483a438e5f39b9e59de3f9e15870bce
Which planet can be seen on the title screen for As the World Turns?,earth,055d118116e7747f15d9559b282eb9f7
What is James L. Brooks wearing over his eyes?,glasses,d9ad44f78c339d2f62e9aa1487e57941
What color shirt is Hans Zimmer wearing?,black,13b22b6ee9cc52c5682d94d8fd1a71b9
What does Michael Cera have on his feet in This Is Our Youth picture?,sneakers,735824c1d5cb05e37665f10644bd0467
Is there more than one person in the title shot for Malcolm in the Middle?,no,dc4066f1ab7382c5faa1c66fbd103f8d
What is in the sky in Eli Stone poster?,clouds,b68e9530b8b22a0a5ade4b5f3a7caba6
Is Fernando Alonso smiling or frowning?,smiling,6c2c8ba4e2acbdddb2bce92f5e22e362
What color is the line depicted on the poster for The Wire?,blue,76017f5585fb4a3ad937c84c85ca7635
What animal is standing behind Lakshmana?,deer,593470f2cd9262de3304ac0309d84af9
What color is the star in the StarPlus logo?,red,2a7dd16d3772dbf67082f265b60b57b2
what facial hair does K. J. Yesudas have,beard,17dd5c2897c622a18a1ffc6110c85e2f
What is the judge in Perry Mason (TV series) holding?,papers,b1c6361e0e0428ddd2e79a1a51334dcd
How many uniforms are associated with the 2013 Minnesota Vikings season?,two,75336a67591cb57fe79ef24fbd75c584
What color are the uniform pants for the 2013 Pittsburgh Steelers season ?,yellow,8df778cf7e67d221b7e0305857adaae0
How many uniform options are shown here for the 2013 Jacksonville Jaguars season?,three,c280c6d1e89bd7f6c77deb62f02ef40e
How many people are in focus of a picture of M&T Bank Stadium?,three,3f61125f86c54ba08a0ae11a5b25be0d
What yellow shape can be seen in the Arrowhead Stadium logo?,triangle,1c3d749cfe8b4d5cda44f88eedaced4e
How many photos make up this collage of Johannesburg?,six,8d1ad06d3f5209c4e8ebab52b443dbf8
What does Marcel Lehoux use to protect his eyes?,goggles,3f00a132be46ec0839000333c14b6163
What type of racket is Liezel Huber holding?,tennis,da0ceff5e3e9ab4582b101b3585ba37d
How many separate red shapes are on the flag for Denmark?,four,1f51c2fa0ff4c9937f24bfece3eee0d7
What type of symbol is featured inside the circle in iTunes?,notes,aa3042a81eae5ca83d0725b5f9e1a11e
What is Colin Dibley holding in his right hand?,racket,864a0724e36c5719fa03c5140e7bfcd1
What is in the hand of Vitas Gerulaitis?,racket,ad2999e42a8a13b76e0a5d89397917a8
What color is Ivan Lendl wearing?,orange,5b1be052cf24213b998144d237ddecaa
What kind of tree is visible on the left side of the Cobra Kai title card?,palm,b52dafac680241084a3fc9d077917734
How many images make up this collage of Glasgow?,six,87150e9f8c1ece6a29903820245a4d58
Is the Botafogo Futebol Clube (SP) logo blue?,no,bfa7f95345f789b6356fa5ce84f42fce
What animal is featured in the Paraná Clube logo?,bird,20b13252eef9f998aa393e0faf34530a
"Is Newport, Rhode Island on the water?",yes,66eaf18c979d1fcb6e793f0af5f4e1f3
How many people are on the movie poster for Beach Blanket Bingo?,7,23c6638f360f83c37c28b1ccaf379919
"Is the blue stripe on the flag for France located on the left, center, or right hand side?",left,ea1931a82ce6ef7a1a2ff6b7471ee3aa
What is the icon in the middle of UEFA?,globe,0cdd0e375617e3387f6e96a293216f39
What color are the sneakers of Laldanmawia Ralte?,blue,de09d084dabe183611181af13ab2aadf
Is Catherine Tate smiling or frowning in this photo?,smiling,287ec0d4de70e3fa19e55b3fb59b7c23
"What is on the hills at Lugnet, Falun?",snow,4f46f45cae6c10c295d63a47c243ef06
Are there mountains in Sappada?,yes,31bc7791c4b62a8a9b5c92b8708a3db6
What shapes are directly under the bees on the Burnley F.C. logo?,diamonds,73b87bb89329c830512b669e9fe36e21
How many stars are on the badge of Kireçburnu Spor?,one,344b64b361dd8dc8c052c3906395fee8
What fruit is at the center of the Kdz. Ereğli Belediye Spor logo,strawberry,20943b071d0b2df0f1747908ea05c2d5
What color is the circle surrounding the Fatih Vatan Spor logo?,red,55be001c9b7fce6e9589b87011574471
Is there a fence in front of the Cotton Bowl (stadium)?,yes,ecca2095f71965b7370af2a75a16f63d
What can be seen at the very top of the tower on the Waterford GAA emblem?,cross,9927a86e5f144e24099b620d48846a2b
What general pattern is on Lionel Messi's jersey?,stripes,be7a87387da9733e2ac502169bd88308
What color hair does Mesut Özil have?,brown,223d72a0a960a1cc8338797ea19e684c
What is in the hands of Dani Alves?,trophy,0f146fe07200b8567a1b4ab7fd28f212
Does Xabi Prieto look happy in this photo?,no,c9aeb1891ffe2a2688ae943ea071add6
What is sticking out of Juan Mata's mouth?,tongue,92cdb160067bafb2c4d9c497b2cc6880
What brand of shirt is Cristiano Ronaldo wearing?,nike,15a4b2250c67c910eeaf776f08b08bc8
What object is displayed inside the shield logo on Santi Cazorla's uniform?,cannon,330b8dbed8d92672f962510af245bb82
What type of view is seen here of Belmopan?,overhead,e2b7cb83d1c5ac061e7ca628da5462f7
What is hanging on the back wall in this image of Naughty By Nature?,clock,635fe370e3b6990515c5eeeef3956aad
What color is the hat that Frank Ocean is wearing?,blue,2c29db43e563d2eabc304dae239aa777
What is Lee Westwood wearing on his head?,visor,336a196c8054916b12d3a9880aa7c6b5
What color dress is Charli XCX wearing?,red,d31ef0d0b984db0eeeee2cdd139ab0e5
