query,answer,image,image_path,sub_queries
In which ear does Valentino Rossi wear an earring?,left,cc95355e15c159956335b96a88a79cef,cc95355e15c159956335b96a88a79cef.jpg,Valentino Rossi| earring| ear
Is the Ghosts (play) in color or colorless?,colorless,8f0ae535b4a178626ef432e2121b8320,914ed9ba8c122b022f2397a9dd969203.jpg,Ghosts (play)| color| colorless
Does one of these photos feature the Coimbatore nightlife?,yes,481513f96b99e87dd9b976978d35efaa,4473089df929fbe7cf1e1bbec2c6dd0e.jpg,photos| Coimbatore nightlife
Is Serena Williams wearing a necklace?,yes,65522a2fb545c317f7bf66a8067b95eb,65522a2fb545c317f7bf66a8067b95eb.jpg,Serena Williams| necklace
What is Retief Goosen wearing on his left hand?,glove,94ce1887aff18c40f6f590d88152e28d,b46f52f34e3372bc970913619fd5c40c.jpg,Retief Goosen| left hand| wearing
How many females are shown on the poster of Rogue One?,one,a8416c0ef16c3062a5880a83a9dba997,a8416c0ef16c3062a5880a83a9dba997.jpg,poster| Rogue One| females
What animals are on the DVD cover to  World Without End (miniseries)?,horses,3278374191718b9e3fd8f40f9a5e3547,3278374191718b9e3fd8f40f9a5e3547.jpg,DVD cover| World Without End (miniseries)| animals
What is featured in the bottom photo of this collage of Helsinki besides buildings?,beach,e34992e4c4a14c44af934d0e8be16ac2,e34992e4c4a14c44af934d0e8be16ac2.jpg,bottom photo| collage| Helsinki| features besides buildings
What color is the van parked directly in front of Royal Court Theatre?,yellow,c1403c696634ae69e2250d6dd7e0ff99,c1403c696634ae69e2250d6dd7e0ff99.jpg,van| Royal Court Theatre
What time of day is it in this picture of the Broadway theatre?,night,2b2fa3beeaba99e6498af935bc6086b7,a6b5a91199e92dfa816afa78b412ad5f.jpg,picture| Broadway theatre| time of day
Are the lights lit or dim on this sign at the Walter Kerr Theatre?,lit,10eb5fcc6baf92ce50f48134d56b722b,10eb5fcc6baf92ce50f48134d56b722b.jpg,lights| sign| Walter Kerr Theatre
What continent is shown is black on the 2003 All-Africa Games logo?,africa,39f9da4f486e1769f9c21f2683c6ac19,d64834c3ec33d0aa2c5b2bae36b8e1a7.jpg,2003 All-Africa Games| logo| continent| black
How many of the photos of Johannesburg were taken at night?,three,8d1ad06d3f5209c4e8ebab52b443dbf8,8d1ad06d3f5209c4e8ebab52b443dbf8.jpg,photos| Johannesburg| night
Does Michael van Gerwen look happy or mad in this photo?,mad,47baa12786114b191d0ac3184752182e,47baa12786114b191d0ac3184752182e.jpg,Michael van Gerwen| photo| happy| mad
How many photos make up this collage of Guangzhou?,seven,98bb39556ad062bceff8733aaee9ef43,0034b45fd0fe20f2ea3ee24ee895bd32.jpg,collage| Guangzhou| photos
Was this image of Rotterdam taken during the day or night?,night,90ff0499270492d1cc3a8e6965ba7a1f,90ff0499270492d1cc3a8e6965ba7a1f.jpg,image| Rotterdam| day| night
What color is the round part of the underground sign in London?,red,edda61d6ace989ed6a5aa01af7ffcd32,8b2df8b9991725744d29b4551ae6a9a0.JPG,round part| underground sign| London
What is Lady Gaga wearing attached to her jacket?,flower,c0b54476aeb0ad69aae3a3a07c5b0972,1f0eea376639981cd9dff7343dd58e57.jpg,Lady Gaga| jacket| wearing
What animal is seen in the upper left side of the Game of Thrones circle?,dragon,1ae83e2b5402090faff196e5b7e356f3,1ae83e2b5402090faff196e5b7e356f3.jpg,Game of Thrones| circle| animal| upper left side
What is around the head of the woman in the corner of the Starlink: Battle for Atlas cover?,headband,2653074a069c49a84a26c1be7a839f6d,2653074a069c49a84a26c1be7a839f6d.jpg,Starlink: Battle for Atlas| cover| woman| head| surrounding object
What color is the Aerosmith logo in Walk This Way?,pink,b60449814cf590266cf72a8c28e1028e,b60449814cf590266cf72a8c28e1028e.jpg,Aerosmith logo| Walk This Way
What color is the round object about the figure in the logo for 2010 Micronesian Games?,yellow,d70bcbca61a72fcdf0448426188212a0,6eb5f34d6de76313be60ee3056833d2c.jpg,round object| figure| logo| 2010 Micronesian Games
What color is the centre of the lettere in 2012 Boston Red Sox season,red,832b49172b0889f2fb1aec03af1a8dee,832b49172b0889f2fb1aec03af1a8dee.jpg,centre of the lettere| 2012 Boston Red Sox season
Is Fernando Rodney wearing sunglasses?,no,48576cf5f8982dfeb92af1ff68ebbf33,0cf1b157aae987457da235330ac19794.jpg,Fernando Rodney| sunglasses
What type of plant is featured on the Celtic F.C. logo?,clover,be2a001f59fcfe989a53c9f12aa82b0f,be2a001f59fcfe989a53c9f12aa82b0f.jpg,Celtic F.C. | logo | plant
Is the broth in Pasulj clear or murky?,murky,8d4d7ea6537907a17944c774847e7533,9cc9f1a3f75d29216d0e815ad1656e05.jpg,Pasulj| broth| clear| murky
What kind of coaster is shown in this photo collage of Copenhagen?,roller,f4b3caeb787706d2ad5e2fa8ead5c564,f4b3caeb787706d2ad5e2fa8ead5c564.jpg,photo collage| Copenhagen| coaster
What are the yellow shapes next to each crescent moon in Tulane University?,stars,12a0f9a3c00e480c59caac68e0cfe194,12a0f9a3c00e480c59caac68e0cfe194.jpg,yellow shapes| crescent moon| Tulane University
What color is the Pontiac emblem other than silver?,red,f77f66a5d5fad268ab3d12cfbb79f4a7,bf348c3bc08df39942bd8dfc1e4661ed.jpg,Pontiac| emblem| color
"Other than white, what color is included in the Oldsmobile logo?",black,8412e97a71a0509d0bd56fb6631005f1,8412e97a71a0509d0bd56fb6631005f1.jpg,Oldsmobile| logo| color
What color is the background of Aprilia?,red,8b7268977e1ef1034b0cc54853661ebf,8b7268977e1ef1034b0cc54853661ebf.jpg,Aprilia| background color
What color are the license plates seen by the Almeida Theatre?,yellow,e980eca9951d60fe14bcd2b5425bb7aa,e980eca9951d60fe14bcd2b5425bb7aa.jpg,Almeida Theatre| license plates| color
How many people are shown in this picture for Wycliffe (TV series)?,three,b9fbb544761cd8c97b418990f91a1ed6,78b2e13a1a39501c98d8a3e710c9d491.jpg,picture| Wycliffe (TV series)| number of people
What color hair does Shakti Prasad have?,black,72c9380b15d5e9b5ce374f6e246264aa,b6382dd5a2d1f40a001a46b03d122cef.jpg,Shakti Prasad| hair color
What is Kurt Fearnley doing with his mouth?,smiling,9f821cef828d3ea40328fdf2f2aef5ed,9f821cef828d3ea40328fdf2f2aef5ed.jpg,Kurt Fearnley| mouth
What are they wearing on their heads in Kota Hokinoue?,helmets,5c9d63c42bc20b4ac3cca6be19d37700,a4b88c30eb3af7f7cbfd24604743217e.jpg,Kota Hokinoue| headwear
What is Renato Balestrero's hand on?,wheel,a5bbcde5e37b4118769992a0e8d89d4e,50a9f3b38f39fb9db700d465e2a31496.jpg,Renato Balestrero| hand
How many people are pictured walking on the cover of I Can Only Imagine (film)?,2,a5e54ee6f0be1c8fdbf4b627182376eb,a5e54ee6f0be1c8fdbf4b627182376eb.jpg,cover| I Can Only Imagine (film)| number of people walking
What is Serena Williams wearing in her hair in this photo?,headband,65522a2fb545c317f7bf66a8067b95eb,b3bccdfecd933301b69ec6209b574be8.jpg,Serena Williams| hair| photo
What color is the background of the The Twilight Zone (2002 TV series) title screen?,black,559e62f2605fadbc85f53b952f88c12f,559e62f2605fadbc85f53b952f88c12f.jpg,background| The Twilight Zone (2002 TV series)| title screen
How many characters are on the cover of Presidio Med?,seven,c44f580bca52c61a5eed56a8deb6e1e2,c44f580bca52c61a5eed56a8deb6e1e2.jpg,cover| Presidio Med| characters
Was this photo of Koksijde taken in the morning or evening?,evening,4ec4bb9c66a4c62be76be75d0bf502aa,19aa5111e33186f5158b1c01f7848039.JPG,photo| Koksijde| morning| evening
What is on the ground under the machine gun?,bullets,9408e07c1d85eff536889578d90c99d3,9408e07c1d85eff536889578d90c99d3.jpg,ground| machine gun
What is Dean Stoneman doing with the vehicle?,racing,bc17d5450d8cd6bef591921ff4162fc3,ce38e44860758509ad6d0147c21bedb4.jpg,Dean Stoneman| vehicle
How many characters can be seen on the title screen for The Replacements (TV series)?,four,5ec53dd2ead1e43f46e1b802d4446430,5ec53dd2ead1e43f46e1b802d4446430.jpg,title screen| The Replacements (TV series)| number of characters
Where is the man looking in Man and Superman?,down,c935e9a0bd450b729a65954e1971914f,a2b7eef54b106b459eaaeb440aebce48.jpg,Man and Superman| man| looking
What sport is being played in 2009 Allsvenskan?,soccer,de9ddb3fce4f8e591ae62a1753f84ff5,0217477bdbfd3933acc596728f6d4103.jpg,2009 Allsvenskan| sport
What type of writing is on the piece of paper that Johann Sebastian Bach is holding?,music,e7131007c33fe496624f9e8b3a057272,e7131007c33fe496624f9e8b3a057272.jpg,piece of paper| Johann Sebastian Bach| writing type
What is in the hands of the Judiciary statue?,bowls,80944f3d3064ab2fc501b0d92aec7626,957e4d8c68b620e4d2c67adbb19cf5d7.jpg,Judiciary statue| hands| contents
What tools are featured at the bottom of the inner shield shape in the Barnsley F.C. logo?,pickaxes,3be96d3d62ebf9e6b0a3f46e90696eed,3be96d3d62ebf9e6b0a3f46e90696eed.jpg,Barnsley F.C. logo| tools| inner shield shape
Is Auckland located on the waterfront?,yes,b930552762f11b3052cd05befcc21b16,b930552762f11b3052cd05befcc21b16.jpg,Auckland| waterfront
What style of hat is Bernhard Langer wearing?,visor,d13205b86b5f23d818807147f889accc,d13205b86b5f23d818807147f889accc.jpg,Bernhard Langer| hat style
What type of hat is Bernhard Langer wearing?,visor,d13205b86b5f23d818807147f889accc,d13205b86b5f23d818807147f889accc.jpg,Bernhard Langer| hat
What color is the logo for Orion Cinema Network?,yellow,111b36b720beac41ffa374bec423412d,2a830696c1738d74d09dc484a6347e31.jpg,Orion Cinema Network| logo
How many different kinds of uniforms did the 2019 Green Bay Packers season have?,three,4dbd47381b17491bbb97e4486cc24552,6a631974cfdad2b5f0fc6ddb8a9717b8.jpg,2019 Green Bay Packers season| different kinds of uniforms
Which uniform of the 2019 Denver Broncos season is the white one?,middle,4d5b6fba4bdc480af6247d229db9c182,87d92e5108ba3cc02c3966e3ee0e0ee5.jpg,2019 Denver Broncos season| uniform| white
How many photos are in this collage of San Paulo?,six,10c5248632a66115431c41aebbd6d738,5130e129a3272f730132a8c09bdb5d76.jpg,collage| San Paulo| number of photos
What object is seen in the upper right picture of Rio de Janeiro?,statue,4dcad69cdbc6d6787bda154aaa4830ff,4dcad69cdbc6d6787bda154aaa4830ff.jpg,upper right picture| Rio de Janeiro| object
How many photos are in this collage of Curitiba?,six,4968e1891da05945484c30faadf6ae34,5130e129a3272f730132a8c09bdb5d76.jpg,collage| Curitiba| photos
Where is Taylor Swift's left hand resting?,waist,06b20247b254715e56dce63791481df1,06b20247b254715e56dce63791481df1.jpg,Taylor Swift| left hand| resting
"In the Linkin Park photo, what instrument is the man on the left holding?",guitar,3686017824ba1e3d1238d9362d1a2541,3686017824ba1e3d1238d9362d1a2541.jpg,Linkin Park| photo| man on the left| instrument
"Judging from this collage, is Bologna a rural or urban area?",urban,06f007a66b450d4cf7acc75cfa1f95da,ee4c57e509480bbb45c8226bfd726891.jpg,collage| Bologna| rural area| urban area
Are there many historic buildings displayed in this collage of Southampton?,yes,ae63680ef315f50a131ccdf76fcb8330,ae63680ef315f50a131ccdf76fcb8330.jpg,collage| historic buildings| Southampton
What is the shape of the item that Katenna Vankova has in her right hand?,round,8b322ce456bf178d8900f83e4291df0e,ec5c43086c9a1773cb9107d2ea430daa.jpg,Katenna Vankova| right hand| item| shape
Is Jean-Claude Brialy standing inside or outside?,outside,d23b245927e4f6b4f65d86dfd1e96712,884966a1a6a6b6d2d81f6af710ca1e13.jpg,Jean-Claude Brialy| standing| inside| outside
Is there litter all over the ground in this photo of a stadium from the 2005 NFL season?,yes,20f55a7a8b3c7c34ed0727b71f24e6e4,20f55a7a8b3c7c34ed0727b71f24e6e4.jpg,stadium| 2005 NFL season| litter| photo
Did 2006 NFL season games take place in spite of snow storms?,yes,3f69cd396566b100b8245c5e3ddf021d,3b13b1dfee45ca274c8f41f86406a6e9.jpg,2006 NFL season| games| snow storms
Which arm are the referrees raising in this photo of the 2007 NFL season?,right,2c08f14a07d398234b952339b0de6455,4ff83a3c8daf4e06dcdff4b2a9b38dd9.jpg,photo| referees| 2007 NFL season| arm
What is the woman in the top middle square raising in Hollywood Squares?,hand,4cf7ec266f79bad6f826ffa1b1540fa7,4cf7ec266f79bad6f826ffa1b1540fa7.jpg,Hollywood Squares| woman| top middle square| raising
What animal is in the bottom left of the Grand Theft Auto V cover?,dog,9b79c45edb6b5e084089c9c11d79ca02,9b79c45edb6b5e084089c9c11d79ca02.jpg,Grand Theft Auto V| cover| animal| bottom left
What human feature does the red car on the cover of Cars (video game) have on its hood?,face,95f8843e3a9aecaf612cbd409cfc93a3,95f8843e3a9aecaf612cbd409cfc93a3.jpg,red car| cover| Cars (video game)| human feature| hood
What color is the flower Prachaya Ruangroj is wearing?,purple,47466c5e4169e221a3a7fea57eaf64bc,47466c5e4169e221a3a7fea57eaf64bc.jpg,Prachaya Ruangroj| flower| color
What image is shown on the shirt of the bald man in The Chemical Brothers?,headphones,26c9b0992117b79ac13f137f05a579f7,26c9b0992117b79ac13f137f05a579f7.jpg,shirt| bald man| The Chemical Brothers
What is on the head of J Balvin?,headband,0970521921609cc3f7b89fc8fb965e7d,029cf1d12b7bbd01be33e018e68364ac.jpg,J Balvin| head
Is the Ford Motor Company logo shaped like a square or oval?,oval,c4e4761af42febd83203aee57438a888,c4e4761af42febd83203aee57438a888.jpg,Ford Motor Company| logo| shape (square| oval)
What style of hat is Richard Petty wearing?,cowboy,9f02b3c432f0114f2bc26cd2ef819be9,9f02b3c432f0114f2bc26cd2ef819be9.jpg,Richard Petty| hat style
What can be seen through the clouds on a poster for TV series Black Summer?,sun,e4b8d4337a1d6a0de7e0492bfddb9250,e4b8d4337a1d6a0de7e0492bfddb9250.jpg,poster| TV series Black Summer| clouds
What is the character in the cover of Tokyo Ghoul sitting in,chair,d9883a9c1884027c099869b0f9e7d78e,d9883a9c1884027c099869b0f9e7d78e.jpg,Tokyo Ghoul| cover| character| sitting in
How many photos make up this collage of Helsinki?,seven,e34992e4c4a14c44af934d0e8be16ac2,e34992e4c4a14c44af934d0e8be16ac2.jpg,collage| Helsinki| number of photos
How many photos are in this collage of Grenoble?,five,8ee59b42922bdca84b56103203079484,8ee59b42922bdca84b56103203079484.jpg,collage| Grenoble| photos
What color is in the center of the flag of France?,white,ea1931a82ce6ef7a1a2ff6b7471ee3aa,589f537ec3269c3a64093bc288ad80f5.jpg,center| flag of France| color
What structure crosses the water in Rotterdam?,bridge,90ff0499270492d1cc3a8e6965ba7a1f,5edd405217ecfb0e05b92799b7222c22.jpg,structure| water| Rotterdam
How many people are on the poster for Yes Man (film)?,one,af8ebac29097b1d8b14df5c4c72b646a,af8ebac29097b1d8b14df5c4c72b646a.jpg,poster| Yes Man (film)
"On the cover of the The Death of Superman (film) DVD, what item is flying in the wind?",flag,a59d7a2c96aab89fa30be4d7154f5b3d,a59d7a2c96aab89fa30be4d7154f5b3d.jpg,cover| The Death of Superman (film)| DVD| item| flying in the wind
What is the type of cap called that Conor Daly is wearing?,baseball,8e02cc2d2273cd2e08de81903ae6eb04,8e02cc2d2273cd2e08de81903ae6eb04.jpg,Conor Daly| cap| type
What shape is featured on this advertisement for Lola Cars?,oval,db1e14a412c4ce6c2f4b1b16520b0e89,f800cfe37067042f93ff12588daf7938.jpg,advertisement| Lola Cars| shape
What color is the bandanna on the skull on the cover of Pirates of the Caribbean (video game)?,red,62b92b9b086f27a9cf21d89a721187b4,d7e01a1b9f6c5f90bf65cdeb8c12db59.jpg,bandanna| skull| cover| Pirates of the Caribbean (video game)
Does the continent in the middle of the map of English language countries contain more light or dark-blue colored nations?,light,aaa3978252c031f9e8106294db920869,aaa3978252c031f9e8106294db920869.jpg,continent| map| English language countries| light-blue nations| dark-blue nations
Is this photo of Paul Maguire a headshot or full body shot?,headshot,bd8ec1c87919c209316aeb7955879a78,8078eeb3fdcae69ac3f161b485f8c286.jpg,photo| Paul Maguire| headshot| full body shot
Which colour is dominant in Big 12 Conference logo?,white,4189efb5ecdc9e2587735b83ae121763,4189efb5ecdc9e2587735b83ae121763.jpg,Big 12 Conference| logo| dominant color
Which garment is on the arm of the dancer on the Greenwich Village (film) poster?,glove,7ffde61f3a95f73935d12cf3dfb7e01e,7ffde61f3a95f73935d12cf3dfb7e01e.jpg,garment| arm| dancer| Greenwich Village (film) poster
How many uniform options for the 2019 San Francisco 49ers season include tan pants?,two,9e8e262616ad0ab08fa65a1e82d3f24f,d1eed64da2a3174af562ef5d38c6156a.PNG,2019 San Francisco 49ers season| uniform options| tan pants
What is the main color of the pants worn by players during the 2019 Pittsburgh Steelers season?,yellow,904706e9291524e8f17e4933f4c79d9c,4585894bb0e1d7867af556fab107a5cb.jpg,pants| players| 2019 Pittsburgh Steelers season| main color
How many uniform options shown here for the 2019 Miami Dolphins season include white pants?,two,6125ddbdf291dc673ff3cf51ea318a9b,439fd71ae8aeda990b5f6e7a9c9f4eac.PNG,2019 Miami Dolphins season| uniform options| white pants
Are there fans in attendance at the M&T Bank Stadium?,yes,3f61125f86c54ba08a0ae11a5b25be0d,3f61125f86c54ba08a0ae11a5b25be0d.jpg,M&T Bank Stadium| fans in attendance
What kind of building is on the top left picture of Sao Paulo?,cathedral,10c5248632a66115431c41aebbd6d738,5130e129a3272f730132a8c09bdb5d76.jpg,top left picture| Sao Paulo| building
Is the sky clear or cloudy in this advertisement for Coronation Street?,cloudy,450b38ea4878892809b162629204f150,450b38ea4878892809b162629204f150.jpg,advertisement| Coronation Street| sky condition
What color is the background in the Moving On (TV series) poster,black,8845c6a412d2517ec1d496fef49350d6,6c371a58b5fa702ad41c6b48c7453cb1.jpeg,Moving On (TV series)| poster| background color
What type of animal is featured in the Al-Arabi SC (Qatar) logo?,bird,b8025b4025ebc4d2e3fa3fd1609bcb66,f2916128a20f3265fdaedd7252627a77.jpg,Al-Arabi SC| Qatar| logo| animal
What color is the man's shirt in the cameo appearance photo?,pink,7e773173ee07be8859efb9191e74d8a7,793d4617112ac486cf1ff0f303f27a73.jpg,cameo appearance photo| man's shirt color
Does A. J. Quartermaine have facial hair?,no,594ca2d12b49c40b41765af4d502d852,685df7b2a8ab5b3303df89d16f11630c.JPG,A. J. Quartermaine| facial hair
Is The Raven in color?,no,6509c165309cd245b25611e79c7e35f0,3f2d6b9e614bc84d0fbab2881f25f918.jpg,The Raven| color
What is International Emmy Award for Best Actor wearing on his face?,sunglasses,16a69a00b8ea57872d3ee1dde4915096,21ff644c14397ab326839fe953ab34f8.jpg,International Emmy Award for Best Actor| wearing| face
What is Niels Arestrup wearing on his head?,sunglasses,8a690c1090eac6da4aed316d3beaab31,50ce47f8459781d2197ab95a0aaf11f2.jpg,Niels Arestrup| wearing| head
What type of shirts are Bowling for Soup wearing on stage?,jerseys,315e94b5fb6332ee722e03c56220c3d7,c1bcc9b136164a47ffb5c05f84411e03.jpg,Bowling for Soup| shirts| on stage
What color is the vehicle that is not a police car on the cover of Hunt for the Wilderpeople?,red,f87db9de796bcce723e1867a8b183fe8,f87db9de796bcce723e1867a8b183fe8.jpg,cover| Hunt for the Wilderpeople| vehicle| color| not a police car
What color is the hair of the creature on the cover of Trolls (film)?,blue,29109fb27e418c4895f8c63b0310663f,c8fbe56d45e78a18147666d257549081.jpg,cover| Trolls (film)| creature| hair color
What does the top shape on the Portsmouth F.C.'s logo represent?,star,573f4492421035feab3c2899ff939667,573f4492421035feab3c2899ff939667.jpg,top shape| Portsmouth F.C.| logo| represent
What type of bolt is the person in Melbourne Storm holding?,lightning,b5fafc9de980037c99a86c0855730a93,b5fafc9de980037c99a86c0855730a93.jpg,Melbourne Storm| bolt
What color eyes does the animal on the Penrith Panthers have?,yellow,61b7bc59323a947ee99699185b2f8fa2,1cbc460a258bfd518be7e8ddec7f523a.jpg,Penrith Panthers| animal| eye color
Is there a hockey puck on the logo of the 2013 ECAC Hockey Men's Ice Hockey Tournament?,yes,df72596040a1d61ff6c092b5176a4074,df72596040a1d61ff6c092b5176a4074.jpg,logo| 2013 ECAC Hockey Men's Ice Hockey Tournament| hockey puck
What color coat is Stephanie Edwards (Grey's Anatomy) wearing?,white,b8e3e4ce98516708bfc783826b8b5dd1,b8e3e4ce98516708bfc783826b8b5dd1.jpg,Stephanie Edwards| coat| Grey's Anatomy
"In the middle right picture of Tokyo, what large item is lit up red, white and blue?",bridge,f63228fa891acc3142e97c778aa1f600,f63228fa891acc3142e97c778aa1f600.jpg,middle right picture| Tokyo| large item| lit up red| white| blue
How many men are surrounding Ryo Ishikawa in this photo?,fifteen,dba03da00a463976abf869257f9eecb2,dba03da00a463976abf869257f9eecb2.jpg,photo| Ryo Ishikawa| number of men surrounding
What type of hat is Martin Luther wearing?,flat,7bb6e43e592c9e9c729116bb7996ba15,7bb6e43e592c9e9c729116bb7996ba15.jpg,Martin Luther| hat
What are the floor and walls made from in this picture from the TV series Biedermeier?,wood,619f706670e605854ca76bbda9e95b0d,619f706670e605854ca76bbda9e95b0d.jpg,floor| walls| picture| Biedermeier (TV series)
How many green keys are there on the baritone?,fourteen,e67dc741da5e752509a5b2c78eea84ef,d61e53ac46a6b76ce6428b9cc5650825.jpg,green keys| baritone
Is the man holding the Silver Slugger Award wearing a hat?,no,cd2d9a3f7db6394abc388fb1ef5b6d5a,cd2d9a3f7db6394abc388fb1ef5b6d5a.jpg,man| Silver Slugger Award| hat
What is Justin Morneau holding in his right hand?,bat,12e017d97fd6147da0c0fb2bd2f6638f,12e017d97fd6147da0c0fb2bd2f6638f.jpg,Justin Morneau| right hand
What unusual feature does the horse have in the poster for Clash of the Titans?,wings,a4f94622095bda9ef4e58cbdd1c5a603,225cd7e93ade6917ccd26d3e335aa655.jpg,poster| Clash of the Titans| horse| unusual feature
How many different types of United States dollar bills are there?,seven,4c3d7940dafe49189f05e38a2f64cefa,4c3d7940dafe49189f05e38a2f64cefa.jpg,United States dollar bills| types| different
How many different values of Euro are used?,six,0682d686dd30b08bf168cdee79074a57,0682d686dd30b08bf168cdee79074a57.jpg,different values| Euro
What color is in the foreground of Zekū,black,dd49b0f11ae8b7b70650cb72a7b0f1ab,703f188b076ac48cbe0803a4f37bb6c6.jpg,Zekū| foreground color
How many different animals are depicted on the Game of Thrones circle?,four,1ae83e2b5402090faff196e5b7e356f3,835e214a2b75f855d5ac390f10fc830c.jpg,Game of Thrones| circle| different animals
How many people are not silouetted in this poster for WPC 56?,one,ec212f4b6de6a9d96805b28c34431ccc,ec212f4b6de6a9d96805b28c34431ccc.jpg,poster| WPC 56| not silhouetted| number of people
How many different pictures of Buenos Aires are seen here?,five,287d270f16601a9fe4410f40858e631f,7052b6bc80eb44a564110b217397e21c.jpg,pictures| Buenos Aires
"Considering the Mumbai emblem, how many ships can be seen?",three,70df27a89479f7ff67347ab2cbf62d6d,865282f3c6c2910b6377e9a9759f1f0a.jpg,Mumbai emblem| number of ships
Is James Blake (tennis) wearing a headband?,yes,b7d203db863d255160b3000dcdbbf605,d6349d0e89cd6cbd2c798cda04502adf.jpg,James Blake| tennis| headband
What color shorts is Rohan Bopanna wearing?,green,2e7743cd44b31615fd084e917eb16aea,2e7743cd44b31615fd084e917eb16aea.jpg,Rohan Bopanna| shorts| color
How many stripes are on the shield in East Stirlingshire F.C.?,three,f272b999372a0fb5e983a4e1c18f5b9c,f272b999372a0fb5e983a4e1c18f5b9c.jpg,stripes| shield| East Stirlingshire F.C.
What color is the topmost stripe on the flag for the Indian National Congress?,orange,062518e869e2cef376d290792b6c5f51,062518e869e2cef376d290792b6c5f51.jpg,flag| Indian National Congress| topmost stripe| color
What color is the scoreboard at the 2011 Erie Explosion season?,black,204f456bee215f9fbda884a4e52a0659,204f456bee215f9fbda884a4e52a0659.jpg,scoreboard| 2011 Erie Explosion season
What color is the background of the What We Do in the Shadows (TV series) logo?,black,c1f369c309119b4dd9033f18439cbccd,e5918a19194a118680c6f67852344cf4.jpg,What We Do in the Shadows| logo| background color
What object is in the middle of the Korona Kielce logo?,crown,c774800a2988b16cea5ddfda267f2dff,c774800a2988b16cea5ddfda267f2dff.jpg,Korona Kielce| logo| object
What color is James Graham (rugby league) shorts?,blue,d70dbe1152aacd2030c58e9341f72c0c,a142880ddbabcab32f9e69ef76293597.jpg,James Graham (rugby league)| shorts| color
What kind of machine is on the cover of Arrival (film)?,helicopter,5c8ffb55f31efc3fb9295c4c68b62dfb,5c8ffb55f31efc3fb9295c4c68b62dfb.jpg,cover| Arrival (film)| machine
What is Romeo Fernandes holding?,knee,9b35b13a3547ce7a45c6e6fff06b3d3f,b840921fad1ad0146095a749b3c6944a.jpg,Romeo Fernandes| holding
Thomas Treloar has a dimple in what facial feature in the lower part of his face?,chin,033dddfc37762c681c20a7f5b65ff2a8,561191ffcb065bfd646607d1611dd441.JPG,Thomas Treloar| dimple| facial feature| lower part of face
what color is the star on the Dallas Tornado logo,red,2e3b8fb80f231748268d0e25491e7432,2e3b8fb80f231748268d0e25491e7432.jpg,Dallas Tornado| logo| star color
Is the banner on the Bury F.C. logo attached or detached from the rest of the logo?,detached,faa2b85353f1dfa2c1291d32411c40c1,faa2b85353f1dfa2c1291d32411c40c1.jpg,Bury F.C. logo| banner| attached| detached
"Other than players, who else is on the field during this game of the 2004 NFL season?",referee,3cf59c460286fb52bdcb8df9af52a8c3,25ad488ee43f7abef3b9ec948134c173.jpg,players| field| game| 2004 NFL season
How many stripes are visible on the yellow pants in this photo of the 2010 NFL season?,three,fa414ac2db6b3677d27325e5f184b8e3,f3d1ab6f5b4ac76694243458bd231cc7.jpg,yellow pants| 2010 NFL season| stripes| photo
What is this man wearing around his neck in this photo from the 2016 NFL season?,tie,1c7e8ec5983003dacd256feebd809d98,662bfd3f373a26f8284d120aab08f021.JPG,man| wearing| necklace| photo| 2016 NFL season
How many players are shown on the field in this photo from the 2009 Houston Texans season?,four,b3f482ccbc69955473df541e17c7e2ce,b748e701cb1c429743d395a7bf6a1013.jpg,photo| 2009 Houston Texans season| players| field
"In the 2011 Houston Texans season, what is the man in the middle holding?",football,13723f8ef5463c337dc16a0854460c72,d54d7f055b7d47cb467b21ab368e0239.jpg,2011 Houston Texans season| man in the middle| holding
How many different uniform types do the Falcons have in the 2017 Atlanta Falcons season?,three,5e994d685e7bde8bea6edbce9c5c45cc,3536cd9761cf8d5be1f4f61b8a83bbdb.jpg,Falcons| uniform types| 2017 Atlanta Falcons season
What is Mark Skaife preparing to talk into?,microphone,57a9d2e964c5781b8c50b4feb28496db,1ac1549a6fb29d7e64fb31f2dcfd2e86.jpg,Mark Skaife| preparing| talking into
What color metal are the Canadian Screen Awards statues?,gold,7bc453c462e706ee16651670848ee405,7bc453c462e706ee16651670848ee405.jpg,Canadian Screen Awards| statues| color metal
What is the color of the background in the Bunheads title card?,black,5a75052a291eb4471716df453f08517d,5a75052a291eb4471716df453f08517d.jpg,Bunheads| title card| background color
What facial expression does Barbara Walters have?,smile,4d0e48ad68742815278f69f681c7bde8,4d0e48ad68742815278f69f681c7bde8.jpg,Barbara Walters| facial expression
What color is the outermost circle of the Sheffield United F.C. logo?,red,e209b5aa6b50e179da8fe338baa8c446,e209b5aa6b50e179da8fe338baa8c446.jpg,Sheffield United F.C.| logo| outermost circle color
How many of Hot Blood Dance Crew have their hand near their face?,one,2e9f8573e252621b1cb5605b862808c9,2e9f8573e252621b1cb5605b862808c9.jpg,Hot Blood Dance Crew| hand near face
What shape is the logo for Relativity Records?,rectangle,3a77a925fd3163ccb890ff8ff52c64ef,3a77a925fd3163ccb890ff8ff52c64ef.jpg,Relativity Records| logo| shape
Is the color red present in the Swinton Lions logo?,no,cfbd194b145e136157854527beb9813b,cfbd194b145e136157854527beb9813b.jpg,Swinton Lions| logo| color red
